"","theta","item","info","prob","diff"
"1",-6.5,"V1",0.00299424674751973,0.00300326635632678,-0.694952988041792
"2",-6.5,"V2",0.00482265661950887,0.00484614170897231,-1.17528550777643
"3",-6.5,"V3",0.00954318448678898,0.00963603770952843,-1.86743748390225
"4",-6.5,"V4",0.00348408599316118,0.00349631017802212,-0.847455335120406
"5",-6.5,"V5",0.00372281181272065,0.00373677530238114,-0.914211516394273
"6",-6.5,"V6",0.00312751678330666,0.00313735980988333,-0.738768634009751
"7",-6.5,"V7",0.0116054852133056,0.0117433924802508,-2.06734835207458
"8",-6.5,"V8",0.0268245240158087,0.0275854828816209,-2.93750748030197
"9",-6.5,"V9",0.00732318687357026,0.00737761609278274,-1.59810025008907
"10",-6.5,"V10",0.00520588817000166,0.00523327534079423,-1.25252908015508
"11",-6.5,"V11",0.0190453918604944,0.0194226304334487,-2.57829735260356
"12",-6.5,"V12",0.00831650900705093,0.00838684823028883,-1.72733172875683
"13",-6.5,"V13",0.00132891902681038,0.00133068976205322,0.120726277183337
"14",-6.5,"V14",0.00176163705937919,0.00176475140690737,-0.162020865953684
"15",-6.5,"V15",0.00172500555286741,0.00172799150751746,-0.140933962963528
"16",-6.5,"V16",0.00183010357260269,0.00183346516712173,-0.200287579363619
"17",-6.5,"V17",0.00521349874079108,0.00524096647033425,-1.2540053917575
"18",-6.5,"V18",0.00154443602828187,0.0015468287073317,-0.0299995870535039
"19",-6.5,"V19",0.00217788999637383,0.00218265397474731,-0.374971316409024
"20",-6.5,"V20",0.017908615235679,0.0182413625431081,-2.51434619124433
"21",-6.5,"V21",0.00333782864364138,0.00334904474434098,-0.804274540595885
"22",-6.5,"V22",0.00326687156884483,0.00327761432450503,-0.782643536151985
"23",-6.5,"V23",0.0102651528460312,0.0103727467205601,-1.94185349857722
"24",-6.5,"V24",0.00326622778993354,0.00327696629805211,-0.782445153602013
"25",-6.5,"V25",0.00226047231967446,0.0022656052869909,-0.412354854780223
"26",-6.5,"V26",0.00221367847285763,0.00221860066175396,-0.391342451018105
"27",-6.5,"V27",0.00172923760608739,0.00173223825546107,-0.143392822902256
"28",-6.5,"V28",0.00138150273618688,0.00138341657761409,0.0818146842478843
"29",-6.5,"V29",0.0132380729412143,0.0134181188548163,-2.20235962327933
"30",-6.5,"V30",0.00708216291992097,0.00713304322557894,-1.56414128924564
"31",-6.5,"V31",0.00448529398238531,0.00450559436294875,-1.10208031258256
"32",-6.5,"V32",0.00417445758034784,0.00419203070175227,-1.02963083379668
"33",-6.5,"V33",0.00648252959001843,0.00652510660624124,-1.47444850039087
"34",-6.5,"V34",0.00146113083476608,0.00146327199971122,0.0256159114508497
"35",-6.5,"V35",0.00890039626376847,0.00898105562388783,-1.7963837776056
"36",-6.5,"V36",0.0138489704209424,0.0140462680675684,-2.24874731404659
"37",-6.5,"V37",0.00356221185281562,0.00357499242364474,-0.869789175881536
"38",-6.5,"V38",0.000241307818633714,0.000241366076216463,1.82895439330989
"39",-6.5,"V39",2.35503772640516e-05,2.35509319104454e-05,4.15632161550674
"40",-6.5,"V40",0.0169591272972401,0.0172569288920245,-2.45786602396384
"41",-6.5,"V41",0.000373350250039088,0.000373489744628431,1.39224645174654
"42",-6.5,"V42",0.00312818589367394,0.00313803314569744,-0.738983905051686
"43",-6.5,"V43",0.00125290437772537,0.00125447809301122,0.179780389426151
"44",-6.5,"V44",0.000530599156631209,0.000530880991258088,1.04044166180745
"45",-6.5,"V45",0.0102673614731185,0.010375002142577,-1.94207319130362
"46",-6.5,"V46",0.00389536219085863,0.00391065541664637,-0.95986802873198
"47",-6.5,"V47",0.00858866812205802,0.00866372831029258,-1.76009134835349
"48",-6.5,"V48",0.00407732799964118,0.00409408956904051,-1.00589157944051
"49",-6.5,"V49",0.00428284438659877,0.00430134596369819,-1.05548333291734
"50",-6.5,"V50",0.00890895869763908,0.00898977474765262,-1.79736293989902
"51",-6.5,"V51",0.0290986722356016,0.0299985874868051,-3.02385276908498
"52",-6.5,"V52",0.00179573634653615,0.00179897264912846,-0.181261065239454
"53",-6.5,"V53",0.0106935790585038,0.0108104447747314,-1.98362679877156
"54",-6.5,"V54",0.0190405499554269,0.0194175928682229,-2.57803281587365
"55",-6.5,"V55",0.00155664688786582,0.00155907761086251,-0.0378993865561951
"56",-6.5,"V56",0.00347757499888924,0.00348975337752519,-0.845571646040253
"57",-6.5,"V57",0.00563680500843132,0.00566894191081956,-1.33293228084376
"58",-6.5,"V58",0.00270662162590833,0.002713987353262,-0.593381299498677
"59",-6.5,"V59",0.00922063301027389,0.00930725806292375,-1.83239009489464
"60",-6.5,"V60",0.00459149744188395,0.0046127751363424,-1.12569782557463
"61",-6.5,"V61",0.0160173713322496,0.0162824908402112,-2.39875157723556
"62",-6.5,"V62",0.000249154146942024,0.000249216255684121,1.79694029438603
"63",-6.5,"V63",0.00114220348999342,0.00114351110764673,0.272507665406372
"64",-6.5,"V64",0.00685729474134361,0.0069049733989843,-1.53141557848288
"65",-6.5,"V65",0.00293699782566462,0.00294567482584423,-0.67553267663813
"66",-6.5,"V66",0.000101421352806128,0.000101431641183961,2.69602403546251
"67",-6.5,"V67",0.0434827550041012,0.045558315076732,-3.45786660897764
"68",-6.5,"V68",0.0318147201244341,0.0328969279960087,-3.11907420020112
"69",-6.5,"V69",0.000556716093028885,0.000557026371407328,0.992340792154458
"70",-6.5,"V70",0.000394030934267263,0.000394186317119867,1.33829261032173
"71",-6.5,"V71",0.0131795590477791,0.0133579950803456,-2.19780782468689
"72",-6.5,"V72",0.00777934806391436,0.00784082662609484,-1.65946071436295
"73",-6.5,"V73",0.0318221196488661,0.032904848718022,-3.11932313531716
"74",-6.5,"V74",0.0190324032061863,0.0194091170300733,-2.57758757390686
"75",-6.5,"V75",0.00169147097213877,0.00169434176615932,-0.121234826664866
"76",-6.5,"V76",0.00126144217721181,0.00126303744078864,0.172971955978446
"77",-6.5,"V77",0.00578696820718008,0.0058208505078144,-1.35952896513552
"78",-6.5,"V78",0.000174922667858254,0.000174953276507215,2.15081664249403
"79",-6.5,"V79",0.0138438316264317,0.0140409807673405,-2.24836546028706
"80",-6.5,"V80",0.0492794416471888,0.05198152007667,-3.59651427662188
"81",-6.4,"V1",0.00330706498248579,0.00331807460154722,-0.694952988041792
"82",-6.4,"V2",0.00532443102133364,0.00535308655702059,-1.17528550777643
"83",-6.4,"V3",0.0105255054049754,0.0106386870674955,-1.86743748390225
"84",-6.4,"V4",0.00384768033323371,0.00386260001208709,-0.847455335120406
"85",-6.4,"V5",0.00411111137965224,0.00412815302706712,-0.914211516394273
"86",-6.4,"V6",0.00345416075570205,0.0034661751257041,-0.738768634009751
"87",-6.4,"V7",0.0127944213891712,0.0129624464059996,-2.06734835207458
"88",-6.4,"V8",0.0294744139669641,0.0303984816538219,-2.93750748030197
"89",-6.4,"V9",0.0080808282937506,0.00814720524708879,-1.59810025008907
"90",-6.4,"V10",0.00574706822824231,0.00578048220273849,-1.25252908015508
"91",-6.4,"V11",0.0209626849583886,0.021421568557868,-2.57829735260356
"92",-6.4,"V12",0.00917497114324141,0.0092607323060864,-1.72733172875683
"93",-6.4,"V13",0.00146827166331167,0.00147043383898651,0.120726277183337
"94",-6.4,"V14",0.00194618755232337,0.00194999001337563,-0.162020865953684
"95",-6.4,"V15",0.00190573323283233,0.00190937896084846,-0.140933962963528
"96",-6.4,"V16",0.00202179745518699,0.00202590173301884,-0.200287579363619
"97",-6.4,"V17",0.00575546065290178,0.0057889728596718,-1.2540053917575
"98",-6.4,"V18",0.00170631056815954,0.00170923204233408,-0.0299995870535039
"99",-6.4,"V19",0.0024058360323772,0.00241165209822005,-0.374971316409024
"100",-6.4,"V20",0.0197163580536925,0.0201212216128874,-2.51434619124433
"101",-6.4,"V21",0.00368627391479581,0.00369996364577588,-0.804274540595885
"102",-6.4,"V22",0.00360796362208953,0.0036210758121267,-0.782643536151985
"103",-6.4,"V23",0.01132003661159,0.011451165809998,-1.94185349857722
"104",-6.4,"V24",0.00360725311814234,0.00362036012558124,-0.782445153602013
"105",-6.4,"V25",0.00249701816910618,0.00250328460290935,-0.412354854780223
"106",-6.4,"V26",0.00244535177808273,0.00245136094858296,-0.391342451018105
"107",-6.4,"V27",0.0019104069692452,0.00191407063564343,-0.143392822902256
"108",-6.4,"V28",0.00152635246107715,0.00152868935221272,0.0818146842478843
"109",-6.4,"V29",0.0145891279376858,0.0148084171563627,-2.20235962327933
