"","Model","RaterID","Intercept","Slope_Bin","Bin","rater_score"
"1","Complete pooling",1,0.580862831858407,0.0379354913833253,1,0.55
"2","Complete pooling",1,0.580862831858407,0.0379354913833253,2,0.65
"3","Complete pooling",1,0.580862831858407,0.0379354913833253,3,0.85
"4","Complete pooling",1,0.580862831858407,0.0379354913833253,4,0.75
"5","Complete pooling",2,0.580862831858407,0.0379354913833253,1,0.65
"6","Complete pooling",2,0.580862831858407,0.0379354913833253,2,0.6
"7","Complete pooling",2,0.580862831858407,0.0379354913833253,3,0.7
"8","Complete pooling",2,0.580862831858407,0.0379354913833253,4,0.95
"9","Complete pooling",3,0.580862831858407,0.0379354913833253,1,0.4
"10","Complete pooling",3,0.580862831858407,0.0379354913833253,2,0.75
"11","Complete pooling",3,0.580862831858407,0.0379354913833253,3,0.6
"12","Complete pooling",3,0.580862831858407,0.0379354913833253,4,0.75
"13","Complete pooling",5,0.580862831858407,0.0379354913833253,1,0.5
"14","Complete pooling",5,0.580862831858407,0.0379354913833253,2,0.6
"15","Complete pooling",5,0.580862831858407,0.0379354913833253,3,0.75
"16","Complete pooling",5,0.580862831858407,0.0379354913833253,4,0.8
"17","Complete pooling",6,0.580862831858407,0.0379354913833253,1,0.8
"18","Complete pooling",6,0.580862831858407,0.0379354913833253,2,0.6
"19","Complete pooling",6,0.580862831858407,0.0379354913833253,3,0.5
"20","Complete pooling",6,0.580862831858407,0.0379354913833253,4,0.8
"21","Complete pooling",7,0.580862831858407,0.0379354913833253,1,0.55
"22","Complete pooling",7,0.580862831858407,0.0379354913833253,2,0.9
"23","Complete pooling",7,0.580862831858407,0.0379354913833253,3,0.75
"24","Complete pooling",7,0.580862831858407,0.0379354913833253,4,0.7
"25","Complete pooling",8,0.580862831858407,0.0379354913833253,1,0.5
"26","Complete pooling",8,0.580862831858407,0.0379354913833253,2,0.85
"27","Complete pooling",8,0.580862831858407,0.0379354913833253,3,0.6
"28","Complete pooling",8,0.580862831858407,0.0379354913833253,4,0.6
"29","Complete pooling",9,0.580862831858407,0.0379354913833253,1,0.75
"30","Complete pooling",9,0.580862831858407,0.0379354913833253,2,0.9
"31","Complete pooling",9,0.580862831858407,0.0379354913833253,3,0.8
"32","Complete pooling",9,0.580862831858407,0.0379354913833253,4,0.75
"33","Complete pooling",12,0.580862831858407,0.0379354913833253,1,0.8
"34","Complete pooling",12,0.580862831858407,0.0379354913833253,2,0.65
"35","Complete pooling",12,0.580862831858407,0.0379354913833253,3,0.8
"36","Complete pooling",12,0.580862831858407,0.0379354913833253,4,0.8
"37","Complete pooling",13,0.580862831858407,0.0379354913833253,1,0.6
"38","Complete pooling",13,0.580862831858407,0.0379354913833253,2,0.55
"39","Complete pooling",13,0.580862831858407,0.0379354913833253,3,0.55
"40","Complete pooling",13,0.580862831858407,0.0379354913833253,4,0.8
"41","Complete pooling",15,0.580862831858407,0.0379354913833253,1,0.8
"42","Complete pooling",15,0.580862831858407,0.0379354913833253,2,0.7
"43","Complete pooling",15,0.580862831858407,0.0379354913833253,3,0.65
"44","Complete pooling",15,0.580862831858407,0.0379354913833253,4,0.75
"45","Complete pooling",16,0.580862831858407,0.0379354913833253,1,0.75
"46","Complete pooling",16,0.580862831858407,0.0379354913833253,2,0.75
"47","Complete pooling",16,0.580862831858407,0.0379354913833253,3,0.6
"48","Complete pooling",16,0.580862831858407,0.0379354913833253,4,0.7
"49","Complete pooling",17,0.580862831858407,0.0379354913833253,1,0.5
"50","Complete pooling",17,0.580862831858407,0.0379354913833253,2,0.7
"51","Complete pooling",17,0.580862831858407,0.0379354913833253,3,0.85
"52","Complete pooling",17,0.580862831858407,0.0379354913833253,4,0.65
"53","Complete pooling",20,0.580862831858407,0.0379354913833253,1,0.55
"54","Complete pooling",20,0.580862831858407,0.0379354913833253,2,0.85
"55","Complete pooling",20,0.580862831858407,0.0379354913833253,3,0.65
"56","Complete pooling",20,0.580862831858407,0.0379354913833253,4,0.85
"57","Complete pooling",21,0.580862831858407,0.0379354913833253,1,0.65
"58","Complete pooling",21,0.580862831858407,0.0379354913833253,2,0.75
"59","Complete pooling",21,0.580862831858407,0.0379354913833253,3,0.75
"60","Complete pooling",21,0.580862831858407,0.0379354913833253,4,0.85
"61","Complete pooling",22,0.580862831858407,0.0379354913833253,1,0.8
"62","Complete pooling",22,0.580862831858407,0.0379354913833253,2,0.65
"63","Complete pooling",22,0.580862831858407,0.0379354913833253,3,0.8
"64","Complete pooling",22,0.580862831858407,0.0379354913833253,4,0.85
"65","Complete pooling",26,0.580862831858407,0.0379354913833253,1,0.45
"66","Complete pooling",26,0.580862831858407,0.0379354913833253,2,0.65
"67","Complete pooling",26,0.580862831858407,0.0379354913833253,3,0.85
"68","Complete pooling",26,0.580862831858407,0.0379354913833253,4,0.85
"69","Complete pooling",27,0.580862831858407,0.0379354913833253,1,0.85
"70","Complete pooling",27,0.580862831858407,0.0379354913833253,2,0.9
"71","Complete pooling",27,0.580862831858407,0.0379354913833253,3,0.9
"72","Complete pooling",27,0.580862831858407,0.0379354913833253,4,0.8
"73","Complete pooling",30,0.580862831858407,0.0379354913833253,1,0.8
"74","Complete pooling",30,0.580862831858407,0.0379354913833253,2,0.8
"75","Complete pooling",30,0.580862831858407,0.0379354913833253,3,0.65
"76","Complete pooling",30,0.580862831858407,0.0379354913833253,4,0.7
"77","Complete pooling",32,0.580862831858407,0.0379354913833253,1,0.95
"78","Complete pooling",32,0.580862831858407,0.0379354913833253,2,0.85
"79","Complete pooling",32,0.580862831858407,0.0379354913833253,3,0.8
"80","Complete pooling",32,0.580862831858407,0.0379354913833253,4,0.65
"81","Complete pooling",34,0.580862831858407,0.0379354913833253,1,0.7
"82","Complete pooling",34,0.580862831858407,0.0379354913833253,2,0.85
"83","Complete pooling",34,0.580862831858407,0.0379354913833253,3,0.8
"84","Complete pooling",34,0.580862831858407,0.0379354913833253,4,0.6
"85","Complete pooling",35,0.580862831858407,0.0379354913833253,1,0.65
"86","Complete pooling",35,0.580862831858407,0.0379354913833253,2,0.65
"87","Complete pooling",35,0.580862831858407,0.0379354913833253,3,0.65
"88","Complete pooling",35,0.580862831858407,0.0379354913833253,4,0.8
"89","Complete pooling",37,0.580862831858407,0.0379354913833253,1,0.7
"90","Complete pooling",37,0.580862831858407,0.0379354913833253,2,0.35
"91","Complete pooling",37,0.580862831858407,0.0379354913833253,3,0.7
"92","Complete pooling",37,0.580862831858407,0.0379354913833253,4,0.7
"93","Complete pooling",39,0.580862831858407,0.0379354913833253,1,0.8
"94","Complete pooling",39,0.580862831858407,0.0379354913833253,2,0.45
"95","Complete pooling",39,0.580862831858407,0.0379354913833253,3,0.8
"96","Complete pooling",39,0.580862831858407,0.0379354913833253,4,0.85
"97","Complete pooling",40,0.580862831858407,0.0379354913833253,1,0.65
"98","Complete pooling",40,0.580862831858407,0.0379354913833253,2,0.8
"99","Complete pooling",40,0.580862831858407,0.0379354913833253,3,0.7
"100","Complete pooling",40,0.580862831858407,0.0379354913833253,4,0.75
"101","Complete pooling",43,0.580862831858407,0.0379354913833253,1,0.8
"102","Complete pooling",43,0.580862831858407,0.0379354913833253,2,0.65
"103","Complete pooling",43,0.580862831858407,0.0379354913833253,3,0.6
"104","Complete pooling",43,0.580862831858407,0.0379354913833253,4,0.6
"105","Complete pooling",45,0.580862831858407,0.0379354913833253,1,0.65
